Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Ford,Focus,1.8,Petrol,2012,37914,21641
Ford,Fiesta,1.0,Petrol,2016,37608,14550
Ford,Puma,1.6,Diesel,1996,137599,3625
BMW,Z4,3.0,Petrol,2019,32650,50714
Ford,Focus,1.4,Diesel,1988,200934,1177
Ford,Fiesta,1.0,Petrol,1992,233229,638
Porsche,911,2.2,Petrol,2013,33435,61814
BMW,M5,5.0,Petrol,2008,147568,25176
Ford,Puma,1.8,Diesel,1993,234642,1363
Ford,Puma,2.0,Diesel,2000,140106,5187
Nissan,Juke,2.0,Petrol,1997,140144,3154
Nissan,Altima,1.6,Diesel,2009,145839,7474
Nissan,Juke,1.0,Petrol,2008,71697,7711
Toyota,Yaris,1.4,Petrol,1987,154680,1300
Toyota,Matrix,1.4,Hybrid,2018,26715,39570
BMW,Z4,2.4,Petrol,2016,63095,30775
Toyota,Corolla,2.0,Hybrid,2008,113920,15959
Nissan,Altima,1.6,Diesel,2007,96739,9545
BMW,M5,5.0,Petrol,1989,221320,3757
Nissan,Juke,2.0,Petrol,2008,93758,9354
Toyota,Matrix,1.4,Hybrid,2009,96696,13797
Nissan,Altima,1.2,Diesel,2002,103882,5621
Nissan,Altima,1.6,Diesel,2003,135045,5463
Toyota,Matrix,1.8,Hybrid,2000,131077,6618
Ford,Fiesta,1.0,Petrol,2015,52167,12454
Toyota,Yaris,1.4,Petrol,2010,39311,13829
Toyota,Yaris,1.4,Petrol,2009,133801,6672
Ford,Puma,2.0,Hybrid,2003,134451,7575
BMW,Z4,2.4,Petrol,2002,125057,7757
Porsche,718 Cayman,4.0,Petrol,1988,321683,824
Nissan,Murano,1.8,Diesel,2015,32412,32778
Ford,Fiesta,1.4,Petrol,1995,228595,962
BMW,M5,5.0,Petrol,1993,291903,2549
Nissan,Juke,1.2,Petrol,2008,117198,6090
Toyota,Yaris,1.2,Hybrid,2000,144592,3731
Toyota,Corolla,1.8,Petrol,2020,19544,52264
Porsche,911,2.2,Petrol,1998,191048,7027
Toyota,Matrix,1.0,Hybrid,2016,64936,23161
Toyota,Corolla,2.4,Hybrid,1995,156242,5252
Nissan,Murano,1.6,Diesel,1994,85281,5426
BMW,X3,2.0,Diesel,2016,27566,38485
Toyota,Yaris,1.0,Hybrid,1999,205975,1890
Nissan,Murano,1.4,Diesel,2022,5923,53295
Nissan,Murano,1.6,Diesel,2016,67724,26517
Nissan,Juke,1.6,Petrol,2016,13528,23631
Nissan,Murano,2.0,Diesel,2002,82536,10542
Ford,Fiesta,1.2,Petrol,2000,59688,4784
Toyota,Matrix,1.4,Hybrid,2019,10751,46155
BMW,Z4,2.4,Petrol,1997,98491,6789
Nissan,Juke,1.0,Petrol,1999,144042,2470
BMW,M5,4.0,Petrol,2008,114133,29294
Ford,Puma,2.0,Diesel,2001,119117,6538
Ford,Puma,1.6,Diesel,1992,133556,2867
Ford,Fiesta,1.0,Petrol,2012,68712,9162
Nissan,Murano,2.0,Petrol,1995,253944,1511
Nissan,Juke,1.0,Diesel,1993,204044,1044
Nissan,Altima,1.2,Hybrid,2015,4000,28654
Ford,Puma,1.4,Diesel,1997,116245,4282
Nissan,Altima,1.4,Petrol,2011,63236,13988
Ford,Puma,1.8,Hybrid,2013,84558,20332
Nissan,Altima,1.6,Petrol,1998,171478,2763
Toyota,Yaris,1.0,Petrol,2015,29739,17251
Toyota,Yaris,1.0,Petrol,1993,156663,1612
Ford,Fiesta,1.4,Hybrid,2015,62622,16539
Ford,Fiesta,1.2,Petrol,2005,83287,5699
Ford,Puma,2.0,Diesel,2005,107231,9338
Nissan,Murano,1.6,Diesel,1998,104261,6179
Nissan,Juke,2.0,Petrol,2000,95641,5413
BMW,Z4,2.4,Petrol,1989,156238,2538
Ford,Puma,1.8,Diesel,2002,65987,9694
Ford,Fiesta,1.2,Petrol,1986,331820,185
BMW,M5,4.4,Petrol,2010,6500,70155
Ford,Puma,1.6,Petrol,2011,75375,14895
Toyota,Corolla,2.2,Petrol,2019,27237,51781
Ford,Focus,1.0,Petrol,1991,245107,776
Ford,Fiesta,1.0,Petrol,1997,102782,2653
Nissan,Altima,2.0,Diesel,2009,7000,21365
BMW,X3,3.0,Diesel,1990,254105,1409
Nissan,Altima,1.2,Petrol,1998,165762,2511
Nissan,Murano,1.6,Petrol,1995,184984,2512
Ford,Focus,1.4,Diesel,2018,38582,29777
BMW,M5,4.4,Petrol,2012,71169,54555
Nissan,Juke,1.6,Petrol,2007,108071,7048
Ford,Fiesta,1.4,Petrol,2003,128326,3857
Nissan,Murano,1.8,Diesel,1993,22596,7995
Nissan,Murano,1.6,Diesel,2016,40567,31481
BMW,M5,5.0,Petrol,1988,371776,845
Nissan,Murano,1.8,Diesel,2012,52593,23754
Toyota,Matrix,1.4,Hybrid,2012,70342,20251
Nissan,Juke,1.2,Petrol,2017,49962,17719
Nissan,Juke,1.4,Petrol,1993,195811,1265
Nissan,Murano,1.8,Diesel,2018,11003,45077
Toyota,Matrix,1.8,Hybrid,1992,101794,4853
BMW,Z4,2.2,Petrol,2005,146817,7629
Nissan,Altima,1.8,Hybrid,1995,218829,1903
Toyota,Yaris,1.2,Petrol,2010,135126,6534
Toyota,Matrix,1.0,Hybrid,2007,40999,14777
Toyota,Corolla,2.2,Hybrid,1988,206128,2054
Ford,Focus,1.8,Petrol,1994,209102,1764
Ford,Puma,1.6,Diesel,2002,55508,9781
Ford,Focus,1.0,Petrol,2010,80212,10755
BMW,Z4,2.2,Petrol,2007,79609,14474
BMW,M5,4.4,Petrol,2011,26084,67458
Ford,Fiesta,1.4,Petrol,1993,53838,3364
Nissan,Altima,1.2,Hybrid,1995,199874,1839
Toyota,Matrix,1.0,Hybrid,2012,61889,18096
Nissan,Juke,1.0,Petrol,1997,135732,2310
Ford,Puma,1.4,Diesel,2006,84155,9866
Ford,Fiesta,1.4,Petrol,2003,93697,5004
Nissan,Murano,2.0,Diesel,1997,189117,3251
Toyota,Corolla,2.2,Hybrid,1986,142405,3090
Nissan,Altima,1.2,Petrol,2007,73235,9282
Nissan,Altima,2.0,Petrol,1998,146987,3787
Toyota,Yaris,1.0,Petrol,2010,100109,7794
BMW,M5,4.0,Petrol,2005,110642,24624
Nissan,Altima,2.0,Diesel,2011,77129,15998
Toyota,Matrix,1.8,Hybrid,2009,82754,17273
Porsche,Cayenne,2.6,Petrol,2009,76477,26303
Nissan,Murano,1.4,Petrol,2016,17965,31921
Ford,Puma,2.0,Petrol,2013,67266,20092
Ford,Fiesta,1.2,Petrol,1991,102566,1951
Nissan,Altima,1.2,Diesel,2003,93157,6497
Porsche,Cayenne,4.0,Diesel,2020,24074,98829
Nissan,Juke,2.0,Petrol,2008,84334,10001
Toyota,Matrix,1.8,Hybrid,2010,101464,16151
Nissan,Murano,2.0,Diesel,2008,114629,12450
Ford,Focus,1.6,Diesel,2020,33050,37577
Nissan,Altima,1.6,Diesel,2001,96934,6389
Toyota,Yaris,1.4,Petrol,2017,27370,23641
Nissan,Murano,2.0,Diesel,2001,242309,2636
Porsche,Cayenne,4.0,Petrol,1998,128539,10688
Ford,Focus,2.0,Diesel,2021,16679,49236
Ford,Fiesta,1.0,Diesel,1997,113296,2576
Nissan,Altima,1.2,Petrol,2010,21715,15571
Ford,Focus,1.6,Petrol,2008,52886,14260
Nissan,Juke,1.6,Petrol,2014,51744,16566
Nissan,Altima,1.6,Diesel,2016,51754,23585
Toyota,Yaris,1.0,Hybrid,2015,69581,16162
Ford,Focus,1.0,Petrol,2003,114477,5260
Nissan,Murano,2.0,Diesel,2006,135910,9234
Ford,Fiesta,1.4,Petrol,1995,199774,1245
Toyota,Matrix,1.0,Hybrid,2003,171929,4311
Porsche,718 Cayman,2.0,Petrol,2011,68320,23520
Nissan,Altima,2.0,Petrol,1997,168362,2967
Ford,Fiesta,1.0,Petrol,2001,94591,3678
Ford,Puma,1.8,Hybrid,2007,85437,13545
Nissan,Murano,2.0,Diesel,2010,62092,20621
Ford,Puma,1.6,Diesel,2018,50620,29310
Toyota,Yaris,1.0,Petrol,1993,91214,2675
BMW,X3,2.4,Diesel,2007,109866,13404
BMW,M5,4.0,Petrol,2017,31471,93044
Ford,Fiesta,1.0,Petrol,2019,28904,18696
Nissan,Juke,1.2,Petrol,2011,104017,8212
Nissan,Murano,1.6,Diesel,2006,93004,11433
BMW,Z4,3.0,Petrol,2012,68414,25446
Ford,Fiesta,1.0,Petrol,1994,117026,1952
Porsche,718 Cayman,4.0,Petrol,2009,54062,31929
Nissan,Altima,1.8,Petrol,2015,54816,21862
Ford,Fiesta,1.0,Petrol,1993,267787,495
Nissan,Murano,1.6,Diesel,2004,110250,8816
Ford,Puma,1.4,Diesel,1996,81106,5174
Ford,Puma,1.6,Diesel,1995,150600,3053
Ford,Puma,1.8,Diesel,1993,272072,964
Toyota,Corolla,1.8,Hybrid,1996,127978,6105
Toyota,Matrix,1.4,Hybrid,2001,140195,5803
Toyota,Matrix,1.8,Hybrid,2006,128569,10070
BMW,X3,2.0,Diesel,2007,126955,10735
Toyota,Corolla,2.4,Hybrid,1998,216125,3823
Ford,Puma,2.0,Diesel,1993,211655,1769
Porsche,Cayenne,3.5,Petrol,2020,8084,95986
Nissan,Altima,1.4,Petrol,2002,172209,3354
Nissan,Juke,1.6,Petrol,2012,95256,10806
BMW,M5,4.4,Petrol,1994,266003,3262
Nissan,Murano,2.0,Diesel,2010,85226,17636
Porsche,Cayenne,3.5,Petrol,2000,129223,11362
BMW,X3,3.0,Diesel,1992,138359,4420
Ford,Fiesta,1.0,Petrol,2010,106648,6135
Nissan,Juke,1.0,Petrol,2017,22647,19001
Nissan,Juke,1.0,Petrol,2001,131883,3110
Nissan,Murano,1.4,Diesel,2019,25794,39198
Ford,Puma,2.0,Hybrid,1991,190635,2129
BMW,M5,4.4,Petrol,1999,57765,25039
Ford,Puma,1.8,Diesel,2002,130349,6076
Toyota,Yaris,1.2,Petrol,2016,48089,18108
Ford,Puma,1.4,Diesel,2006,130111,7009
Toyota,Corolla,2.4,Hybrid,2006,17887,28737
Nissan,Murano,1.8,Diesel,1995,258839,1438
Toyota,Corolla,2.2,Hybrid,1996,177964,4477
Ford,Focus,2.0,Petrol,1997,236339,1776
Ford,Puma,1.4,Diesel,1996,150081,3066
BMW,Z4,2.0,Petrol,2017,49113,32826
Ford,Puma,2.0,Petrol,1997,125302,4546
Toyota,Yaris,1.4,Petrol,2014,35193,18501
Ford,Focus,1.8,Petrol,1995,142403,3327
Nissan,Altima,1.6,Petrol,2016,62647,20951
Toyota,Yaris,1.2,Petrol,2000,97268,4475
Toyota,Matrix,1.0,Hybrid,2019,28969,35292
Toyota,Corolla,2.2,Hybrid,2009,90167,21304
Nissan,Altima,2.0,Petrol,1991,192996,1610
Nissan,Altima,1.6,Petrol,2000,149880,3780
Porsche,911,2.6,Petrol,1988,193370,3843
Ford,Puma,1.8,Hybrid,1989,167601,2154
Nissan,Juke,2.0,Petrol,1989,210709,1015
Ford,Puma,2.0,Diesel,2012,65939,19910
Toyota,Corolla,1.8,Hybrid,2000,88442,10706
Ford,Focus,1.8,Petrol,2017,43225,29255
Toyota,Matrix,1.8,Hybrid,2019,26670,47973
Nissan,Altima,2.0,Petrol,1997,216713,1946
Porsche,Cayenne,3.0,Petrol,1991,140238,5290
Toyota,Corolla,2.4,Hybrid,1997,133501,7214
Toyota,Matrix,1.8,Hybrid,1992,147610,3401
Nissan,Altima,1.2,Petrol,1992,316589,425
Nissan,Juke,1.0,Petrol,1996,68990,3528
Nissan,Juke,1.6,Petrol,2005,62385,8494
Nissan,Murano,2.0,Diesel,2007,114839,11629
Nissan,Juke,1.2,Petrol,1995,196156,1334
Ford,Fiesta,1.4,Petrol,2019,21236,23096
Nissan,Juke,1.0,Petrol,2000,67221,4661
Ford,Puma,1.8,Hybrid,2010,57213,19993
Toyota,Corolla,2.2,Hybrid,2017,41185,50122
Ford,Puma,2.0,Diesel,2017,33962,33902
Ford,Focus,1.8,Petrol,2012,78979,16628
Ford,Fiesta,1.4,Petrol,2008,139346,4933
Ford,Puma,1.8,Diesel,2019,7145,42604
Nissan,Juke,1.6,Petrol,2013,89669,12023
Ford,Focus,1.4,Petrol,1988,350328,277
Porsche,Cayenne,3.0,Diesel,2016,48130,56892
Nissan,Murano,1.6,Diesel,2005,128774,8175
Ford,Focus,2.0,Petrol,2011,72784,17104
Toyota,Yaris,1.2,Petrol,2012,44862,14147
Toyota,Corolla,2.2,Hybrid,2013,95384,26794
BMW,Z4,2.2,Petrol,1989,188121,1854
Toyota,Matrix,1.4,Hybrid,1996,191149,2711
Nissan,Murano,1.6,Diesel,2006,64960,13864
Ford,Puma,2.0,Diesel,1998,141646,4483
BMW,X3,2.4,Diesel,2008,91924,16341
Toyota,Yaris,1.4,Petrol,2008,77668,9461
Nissan,Juke,2.0,Petrol,1998,154235,3007
Porsche,Cayenne,3.5,Petrol,2017,46281,63275
BMW,M5,4.4,Petrol,2005,62211,36297
Nissan,Juke,1.4,Petrol,1992,98505,2602
Toyota,Yaris,1.2,Hybrid,1994,226594,1233
BMW,Z4,3.0,Petrol,2018,38256,45906
BMW,Z4,2.4,Petrol,1993,227301,1785
Toyota,Yaris,1.4,Hybrid,1991,132541,2435
Toyota,Corolla,1.8,Petrol,1996,190027,3041
Ford,Focus,2.0,Petrol,2000,130674,5373
Toyota,Matrix,1.0,Hybrid,2015,50427,23777
Ford,Fiesta,1.4,Petrol,1998,56787,4607
BMW,M5,5.0,Petrol,2008,113381,32939
Ford,Puma,1.6,Diesel,2018,30971,32981
Ford,Puma,1.4,Diesel,1989,233763,928
Ford,Focus,1.6,Petrol,2010,99919,11825
Toyota,Matrix,1.0,Hybrid,2008,53030,14669
Nissan,Juke,1.0,Petrol,1999,124645,2881
Toyota,Corolla,2.4,Hybrid,2010,56584,29840
Toyota,Corolla,1.8,Hybrid,1985,197425,1643
Toyota,Yaris,1.2,Petrol,2009,83928,8967
Nissan,Murano,1.8,Diesel,1999,180454,3798
Ford,Focus,1.8,Diesel,2011,44359,20449
Ford,Fiesta,1.0,Petrol,1990,204716,722
Ford,Puma,1.8,Diesel,2001,102535,7025
Nissan,Juke,2.0,Petrol,1996,234803,1302
Toyota,Corolla,2.4,Hybrid,2008,56243,26172
Porsche,718 Cayman,2.4,Petrol,2004,115291,11554
Toyota,Matrix,1.8,Hybrid,2017,32888,40513
Nissan,Altima,1.8,Petrol,1993,176435,2013
Toyota,Yaris,1.4,Hybrid,2003,75267,8270
BMW,M5,4.4,Petrol,2013,32276,74395
Nissan,Murano,2.0,Diesel,2014,67349,26010
Ford,Puma,1.6,Diesel,1995,234398,1472
BMW,M5,4.4,Petrol,1997,135759,12474
Nissan,Juke,2.0,Petrol,2020,28083,31833
Nissan,Altima,1.2,Petrol,1996,130056,2939
Ford,Focus,1.8,Petrol,2015,54119,23933
BMW,Z4,2.4,Petrol,1990,150509,2844
Nissan,Murano,2.0,Diesel,1996,159753,3904
Toyota,Matrix,1.0,Hybrid,2008,95903,10971
Porsche,718 Cayman,4.0,Petrol,2003,90129,16794
Toyota,Yaris,1.4,Petrol,2016,39959,20550
BMW,M5,4.4,Petrol,2015,36731,82818
Toyota,Yaris,1.2,Petrol,1989,173541,1174
Ford,Puma,2.0,Diesel,1991,177134,2093
BMW,M5,4.0,Petrol,2008,7500,58239
Nissan,Juke,1.6,Petrol,2001,274038,1130
Nissan,Altima,1.6,Petrol,2019,27316,31748
Toyota,Matrix,1.8,Hybrid,1995,128617,4834
Toyota,Yaris,1.4,Petrol,2015,34418,19866
Toyota,Matrix,1.4,Hybrid,2018,39001,36842
Porsche,911,2.2,Petrol,2014,22719,70236
Toyota,Yaris,1.0,Hybrid,2000,121556,4087
Ford,Puma,1.8,Diesel,1993,146253,2936
BMW,Z4,2.4,Petrol,2009,54422,20405
Ford,Fiesta,1.0,Petrol,2003,177215,2182
Nissan,Murano,1.4,Diesel,2009,112629,11305
Nissan,Juke,1.2,Petrol,2016,68754,14686
Ford,Puma,2.0,Diesel,1998,145085,4361
Nissan,Juke,1.2,Petrol,2013,32477,15076
BMW,X3,2.4,Diesel,2006,111044,12429
Ford,Puma,1.6,Diesel,2002,140733,5274
BMW,Z4,2.4,Petrol,2010,89323,17252
BMW,Z4,3.0,Petrol,2010,101443,17673
Ford,Fiesta,1.0,Petrol,2018,34717,16911
Ford,Puma,1.4,Diesel,2010,73721,13840
Ford,Puma,1.6,Diesel,2014,49301,22635
Toyota,Matrix,1.4,Hybrid,2002,153065,5587
Toyota,Corolla,1.8,Hybrid,2011,77580,24041
Toyota,Matrix,1.8,Hybrid,2004,90255,11740
BMW,X3,3.0,Diesel,1987,200976,1867
Toyota,Corolla,2.0,Hybrid,1994,162476,4259
Ford,Focus,1.4,Petrol,2019,4912,36531
Ford,Fiesta,1.4,Petrol,1996,106123,2865
Ford,Puma,2.0,Petrol,2016,52017,27076
Porsche,718 Cayman,4.0,Petrol,2008,116843,19246
Ford,Puma,1.6,Petrol,1996,100608,4584
Ford,Puma,2.0,Diesel,2020,23286,44012
Ford,Fiesta,1.0,Petrol,1999,119400,2676
BMW,X3,2.0,Diesel,1990,194626,1969
Ford,Focus,1.8,Petrol,1990,109966,3069
Nissan,Juke,1.0,Petrol,2011,75483,9181
BMW,X3,3.0,Diesel,2006,149065,10308
Nissan,Murano,1.4,Diesel,1999,156933,4084
Porsche,Cayenne,3.5,Diesel,2003,91257,19374
BMW,M5,4.4,Petrol,1999,115840,16644
Ford,Fiesta,1.0,Petrol,1995,140829,1732
Ford,Fiesta,1.0,Petrol,2015,46617,12891
BMW,Z4,2.4,Petrol,2012,101667,18032
Nissan,Juke,1.2,Petrol,2005,80271,6524
Toyota,Corolla,1.8,Hybrid,2016,23183,47079
Nissan,Altima,1.4,Diesel,2011,79700,13151
Nissan,Altima,1.4,Petrol,1991,184441,1450
Ford,Puma,1.6,Diesel,1992,201791,1615
Ford,Fiesta,1.0,Petrol,2000,226759,1154
Ford,Puma,1.4,Diesel,2013,68446,17513
Toyota,Corolla,2.4,Hybrid,1990,168265,3404
Ford,Puma,1.8,Diesel,1991,109928,3414
Toyota,Corolla,1.8,Hybrid,2016,37766,43289
BMW,Z4,2.0,Petrol,2005,105408,10041
Ford,Puma,1.4,Hybrid,1995,271474,1116
Ford,Focus,1.0,Diesel,2002,189342,2800
Nissan,Juke,1.2,Petrol,2012,32589,14095
Nissan,Murano,1.8,Diesel,2007,70719,15130
BMW,Z4,2.2,Petrol,2018,23017,42918
Ford,Fiesta,1.2,Petrol,1999,158604,2142
BMW,M5,4.4,Petrol,2016,43459,85031
Ford,Focus,1.8,Diesel,1990,181444,1807
Ford,Fiesta,1.2,Petrol,2011,86118,8335
Ford,Fiesta,1.0,Petrol,2013,40766,11690
Ford,Puma,2.0,Hybrid,2006,113656,10871
Toyota,Matrix,1.4,Hybrid,1989,186357,1772
Nissan,Juke,1.4,Petrol,2018,40521,21673
Toyota,Corolla,2.2,Hybrid,1988,185995,2451
Nissan,Murano,1.8,Diesel,1999,215899,2781
Nissan,Murano,1.6,Diesel,2009,88536,14416
Nissan,Murano,1.8,Diesel,2012,29192,27339
Nissan,Murano,1.4,Diesel,2019,25015,39371
Nissan,Juke,2.0,Petrol,2016,66470,19249
Toyota,Corolla,2.4,Hybrid,1996,171632,4935
Nissan,Altima,1.2,Diesel,2000,116314,4481
Ford,Puma,1.8,Diesel,2008,60911,14950
Nissan,Altima,1.8,Petrol,1996,223984,1618
Toyota,Yaris,1.4,Hybrid,1987,260383,612
Nissan,Juke,1.6,Petrol,2002,107038,5089
Ford,Focus,1.8,Petrol,2007,128524,8268
Ford,Focus,1.8,Petrol,1999,159814,3766
BMW,X3,3.0,Diesel,2004,118534,11489
Nissan,Juke,1.2,Petrol,2017,37773,19081
Ford,Puma,1.4,Diesel,2013,103865,13655
Nissan,Murano,1.8,Diesel,2015,35168,32255
Ford,Focus,1.6,Petrol,2013,35732,22093
Ford,Focus,2.0,Petrol,2011,116082,12526
Toyota,Matrix,1.0,Hybrid,2019,21559,36795
Nissan,Murano,1.4,Diesel,2018,13341,39264
BMW,Z4,2.4,Petrol,2002,172866,5253
Ford,Puma,2.0,Diesel,2017,31587,34374
Porsche,Cayenne,4.0,Petrol,1989,131040,5751
Nissan,Altima,2.0,Diesel,2017,48862,28699
Toyota,Yaris,1.4,Petrol,2011,57642,13197
Ford,Focus,1.0,Diesel,2004,113488,5948
BMW,X3,3.0,Diesel,2000,98705,10206
Nissan,Juke,1.2,Petrol,1992,214215,931
Nissan,Murano,1.4,Petrol,1986,223830,914
Ford,Focus,1.4,Diesel,2011,110372,11490
Toyota,Yaris,1.0,Petrol,2017,19005,20935
BMW,M5,4.0,Petrol,1996,146309,10222
Nissan,Altima,1.2,Petrol,1996,92763,3891
Nissan,Juke,2.0,Petrol,1998,171057,2612
Toyota,Matrix,1.4,Hybrid,1998,153903,4250
Toyota,Yaris,1.4,Petrol,1987,272023,457
Ford,Fiesta,1.0,Petrol,2014,51554,11696
BMW,X3,2.0,Diesel,1997,155677,4375
Nissan,Altima,1.6,Diesel,2011,80742,13958
Ford,Puma,2.0,Diesel,2015,32907,29853
Nissan,Juke,1.6,Petrol,2002,136645,4050
Nissan,Juke,1.2,Petrol,2011,44272,12300
Nissan,Altima,1.2,Petrol,2013,30380,18110
Toyota,Matrix,1.8,Hybrid,2008,66470,18046
Toyota,Yaris,1.0,Petrol,2018,31732,20830
Toyota,Matrix,1.8,Hybrid,2016,42903,35713
Toyota,Corolla,2.0,Hybrid,2006,104145,15027
Nissan,Murano,1.4,Diesel,1994,227247,1586
Porsche,Cayenne,2.6,Petrol,2008,134278,16041
BMW,X3,3.0,Diesel,2000,161991,6210
Ford,Puma,1.8,Diesel,2000,120354,5747
Toyota,Matrix,1.0,Hybrid,2011,61927,16925
Nissan,Altima,1.2,Hybrid,1997,119241,4100
Toyota,Matrix,1.4,Hybrid,2021,18846,50495
Ford,Puma,1.6,Diesel,1994,210650,1706
Nissan,Juke,1.2,Petrol,2016,18302,19944
Nissan,Juke,1.6,Diesel,2016,26975,23042
Toyota,Matrix,1.0,Hybrid,2005,144831,6168
Nissan,Juke,1.6,Diesel,2012,53499,15056
Porsche,Cayenne,4.0,Petrol,2006,58575,30075
Ford,Focus,1.6,Diesel,1999,84186,6674
Nissan,Murano,1.8,Diesel,2006,130415,9150
Nissan,Juke,1.0,Petrol,1993,146160,1627
Ford,Focus,1.4,Petrol,1995,131525,3200
Ford,Fiesta,1.0,Petrol,2003,75447,4805
Toyota,Matrix,1.8,Hybrid,2003,16160,17499
Nissan,Altima,1.2,Hybrid,2015,52662,21713
Ford,Focus,1.0,Petrol,2005,171986,3781
Ford,Focus,1.0,Petrol,2001,132719,3996
Toyota,Yaris,1.4,Petrol,2002,127856,4384
Ford,Puma,1.8,Diesel,1993,84901,4678
Nissan,Murano,1.4,Petrol,2007,76319,12236
Ford,Puma,1.4,Diesel,2011,118667,10691
Nissan,Juke,1.4,Diesel,1998,121922,3419
Toyota,Corolla,2.4,Hybrid,2016,41583,48858
Nissan,Murano,1.6,Diesel,2000,85833,8064
Nissan,Altima,2.0,Petrol,2003,79117,8817
Nissan,Juke,1.6,Petrol,1998,163638,2487
Ford,Fiesta,1.2,Petrol,1990,171611,1054
Toyota,Matrix,1.0,Hybrid,1995,186444,2233
Nissan,Murano,1.4,Petrol,2014,76153,19535
Toyota,Corolla,2.4,Hybrid,2014,36432,44093
Toyota,Yaris,1.0,Hybrid,2000,215881,1849
Porsche,911,3.0,Petrol,2006,129052,23411
Nissan,Murano,1.4,Petrol,2001,148777,4753
Ford,Puma,1.8,Diesel,1997,46041,7886
Toyota,Yaris,1.0,Petrol,2016,26644,18769
Toyota,Matrix,1.8,Hybrid,1994,175905,3069
Nissan,Juke,1.6,Petrol,2005,148656,4490
Nissan,Murano,1.4,Diesel,2009,98036,12596
Nissan,Juke,2.0,Diesel,2014,66671,17665
Ford,Fiesta,1.0,Petrol,2003,83901,4533
Nissan,Altima,1.4,Petrol,2008,138925,6586
BMW,Z4,2.2,Petrol,1999,104068,7129
Nissan,Juke,2.0,Petrol,2015,51395,19841
BMW,X3,3.0,Diesel,2007,74973,19235
Toyota,Yaris,1.0,Hybrid,1997,160787,2441
Ford,Focus,1.4,Petrol,2019,19184,33869
Nissan,Altima,2.0,Petrol,1998,163271,3310
Toyota,Yaris,1.2,Petrol,1996,168555,1953
Nissan,Juke,1.0,Petrol,1992,180993,1137
Ford,Fiesta,1.0,Petrol,2006,140491,3615
BMW,M5,5.0,Petrol,2019,29098,120497
Toyota,Corolla,1.8,Hybrid,2003,111728,11029
BMW,X3,2.4,Diesel,1999,98917,8526
Toyota,Corolla,2.0,Hybrid,2011,36091,33021
Toyota,Yaris,1.2,Petrol,2012,71636,11914
Toyota,Matrix,1.0,Hybrid,2003,123598,6387
Ford,Focus,1.8,Petrol,2018,38977,32081
Ford,Puma,2.0,Diesel,1999,150287,4468
BMW,M5,4.4,Petrol,1989,307568,1577
BMW,M5,4.4,Petrol,2009,95057,37820
Ford,Puma,2.0,Petrol,2020,21778,42269
Ford,Focus,1.8,Petrol,1996,267397,1182
Toyota,Yaris,1.2,Hybrid,2017,32479,25506
Nissan,Murano,1.8,Diesel,2008,104461,12747
Toyota,Matrix,1.0,Hybrid,2003,193904,3568
Nissan,Murano,2.0,Diesel,2005,140078,8356
Nissan,Juke,1.0,Petrol,1991,116291,1802
Ford,Fiesta,1.2,Petrol,2006,118161,4719
BMW,Z4,2.0,Petrol,1986,124937,2439
BMW,X3,2.0,Diesel,1996,73144,7637
Ford,Focus,1.4,Petrol,2002,122682,5467
Nissan,Murano,2.0,Diesel,2011,92312,17928
Nissan,Altima,1.6,Diesel,1996,178944,2383
Ford,Fiesta,1.0,Petrol,2003,99694,4049
Toyota,Matrix,1.0,Hybrid,2004,114904,7299
Toyota,Yaris,1.2,Hybrid,1994,110814,3257
Nissan,Murano,1.4,Petrol,2014,39280,24735
Nissan,Murano,2.0,Diesel,1993,110176,4737
Ford,Focus,1.0,Petrol,2003,117326,5147
Nissan,Juke,2.0,Petrol,2006,137411,5875
Nissan,Murano,1.6,Petrol,2017,43891,31412
BMW,Z4,3.0,Petrol,1986,231087,1209
Nissan,Murano,1.6,Diesel,1991,161551,2465
Toyota,Corolla,1.8,Hybrid,1997,182686,4157
Ford,Focus,2.0,Diesel,2016,43022,30328
Ford,Fiesta,1.2,Petrol,1996,91071,2960
Nissan,Altima,2.0,Diesel,1994,140720,3203
Toyota,Matrix,1.4,Hybrid,2022,7746,57267
Ford,Fiesta,1.2,Petrol,1989,187709,859
Porsche,911,3.5,Petrol,1993,165392,7910
Ford,Focus,1.6,Petrol,2000,121957,5144
Toyota,Corolla,2.0,Hybrid,2000,131477,8174
Ford,Focus,1.6,Diesel,1998,12500,9719
Ford,Fiesta,1.0,Petrol,2004,146490,3014
Nissan,Juke,1.2,Petrol,2011,82128,9608
Nissan,Juke,1.2,Petrol,2007,76234,7664
Toyota,Matrix,1.4,Hybrid,1992,120258,3725
Nissan,Murano,2.0,Diesel,2005,111755,10417
Ford,Puma,1.6,Diesel,2004,109836,7663
Ford,Fiesta,1.2,Petrol,1992,174359,1176
Toyota,Corolla,1.8,Hybrid,2008,110798,15501
Toyota,Corolla,1.8,Hybrid,1992,62706,7482
Toyota,Matrix,1.4,Hybrid,1997,196198,2773
Toyota,Corolla,2.2,Hybrid,2003,151812,8890
Toyota,Corolla,2.2,Hybrid,1997,142994,6402
Porsche,911,3.5,Petrol,2013,64374,64365
Nissan,Altima,1.4,Petrol,2008,88710,9628
Nissan,Murano,2.0,Diesel,2008,93175,14588
Nissan,Murano,1.8,Diesel,2014,48848,27784
